  C1,       C2,       C3,       C4,       C5,       C6,       C7, C8
1336, 0.968467, -1.85897,  1.25503, -2.06453,  1.52365,  3.14006,178
1337, -1.88014, -3.06829, 0.357453, -2.19203,  2.77054, 0.401235,178
1338,  1.22155, -3.58141, 0.987545, -2.61542,-0.409109, -1.89711,178
1339,  1.21813,  0.72887, -2.76936, -4.02646,-0.769724, 0.377756,178
1340, 0.370924, -3.65175, -4.37897, -1.82194,  2.37665,  1.27682,178
1341, -3.28058,-0.372754,  2.99753,-0.615462,  1.10531, -3.34891,179
1342, -1.02322, -3.03391, 0.701498, -0.66286,  1.01996, -3.24433,179
1343,-0.088197,  2.69125,  1.40843, -2.09053,     1.04, -3.63685,179
1344, -3.68036,  1.39196,  3.12507, -2.33287, -4.21925, -4.33522,179
1345,-0.860823,  4.66649, -2.97317, -3.38621, -2.49549,-0.424604,179
1346,  4.30517,  2.89812,  1.53868,  3.27929,  5.24793,-0.639199,180
1347,   -1.776, -1.12086,-0.148048,  1.67617,  1.47569, -3.46567,180
1348,  -1.7571, -1.05513,  -3.4922, -3.82452,  1.39119,  -2.9854,180
1349, 0.289126,  0.25548,  2.15618,  1.51555, 0.709988, 0.473958,180
1350,  1.49742,  1.75547,  2.34427, -0.85227,  1.87894,  1.88702,180
1351,   1.4865,  2.67115,  4.82524, -1.59959, 0.088669,-0.384698,181
1352,  7.58871,  4.57972,  5.41628,   5.2532,  4.97562,  2.68125,181
1353,-0.954507, -3.70355,  3.05457,  2.39909,  7.91413,  3.35687,181
1354,  1.56975, -0.31666,-0.336945,   5.4921, 0.383929,  1.16253,181
1355,  1.10729,-0.302213,  1.44351,  2.75816,  3.19195,  2.95001,181
1356,  1.68648, -0.23132, -1.80217, -5.31197, -3.80577, -5.56536,182
1357,   2.1446, -3.94456, -4.45869,-0.700208, -2.69292, 0.346455,182
1358,  2.76539, 0.182692, -1.55301,  3.87817, -1.41086,  4.43261,182
1359,  1.62163, -2.47213, -5.13384, 0.356419,  6.96515,  6.70772,182
1360,  5.65138,  4.18632,  -3.9863, -1.76861, -1.59979,-0.640874,182
1361,-0.234489, 0.104739,   3.2845, -1.92335,  2.87314, 0.664981,183
1362,  1.80021,   1.9609, -1.43554, -1.07399,  2.13412, 0.059161,183
1363, 0.118912,    1.357,-0.292231, -4.54174,  1.84951,-0.386378,183
1364,-0.780043, 0.354718, -1.03276,  -4.4443, -2.62755, -2.77702,183
1365,-0.561907,  6.69297,  3.18567,  1.12701,  2.61962, -1.37824,183
1366,  4.81274,  4.25442,  2.73416, -1.26923,  2.97334,-0.985201,184
1367,  9.89547,  4.47572, 0.098782, 0.409836,  2.70653,  2.28694,184
1368, -2.62626,  2.90102,  1.64623, -1.61291, -2.34406, -4.37976,184
1369,  5.25641,  2.32382,-0.429114,  2.33765,  1.72077,-0.286377,184
1370,-0.302829,  3.76195,  3.31676, -1.21011,  2.17148,  2.18258,184
1371,  1.22585, -4.36028,-0.531225, -1.98153, 0.517054, 0.443886,185
1372,  1.01451,   1.4878,  2.21615,  1.12793,  2.21162, -2.45707,185
1373,  3.42438, -4.21119,-0.568339, 0.091661,-0.232366, -2.88297,185
1374, 0.339109,  -2.4327,-0.644246,   2.9592, -3.94466,  1.04816,185
1375, -3.89064,-0.996743, -1.79509,  -5.7815, 0.231554, 0.435683,185
1376, -1.30744,   1.8992,  0.99508,  1.76933, -1.86129,  4.48517,186
1377,  4.17235,  1.16991,-0.887071, 0.423247, -6.70083, -1.91855,186
1378, -5.23351, -1.85624, -1.61343, -2.65385,  1.82844,  3.06794,186
1379,  7.34781, -2.58721,  1.61314,  3.73447,  1.12006,  5.23414,186
1380, -1.06382, -1.52093, -2.55261, -4.23123, -0.70807, 0.529145,186
1381, -1.21723, -3.07548, -3.11237, -6.42974, -1.14477, -1.61997,187
1382, -2.69942,   1.0229, -5.16116, -1.70855,  1.71089,  1.40287,187
1383, 0.373907, -1.28223, -1.57325, 0.103391, -1.61542, -1.31848,187
1384,  2.90038,-0.253467, -3.89878,-0.131579,  1.53097, -1.80491,187
1385, 0.801473,-0.904739, -4.47229, -1.56371,  4.31204,  1.90289,187
1386,  2.01482,-0.730845,-0.619012, -1.82836,  1.86208,  3.01235,188
1387,-0.066577,  1.71758,  1.68327, 0.694739, 0.769467,  2.04707,188
1388,-0.419029,-0.719355, -1.43627,-0.998746, -0.84626,-0.482026,188
1389,  4.13381, -1.49969,  3.78656,  -1.2858,  4.05355,  1.88502,188
1390, -1.34489, -1.95268,-0.071838,  3.24646,-0.550711,  3.33751,188
1391, -1.87272,-0.754541, 0.873921, 0.537649,-0.618848,  3.07804,189
1392, -2.40469,-0.420913,  -4.2424,   1.8811, -0.29903,  1.92455,189
1393, 0.402418,  2.26311,  -1.6973,   3.8899,  2.73124,-0.185113,189
1394,  1.23467,   1.3338,  2.39817, 0.215732, -7.93374, -1.45326,189
1395,  1.77498,  2.15385, -3.29765,   1.2949,-0.486027,  2.80245,189
1396,  2.43333, -1.81194, -3.31396, -2.38072,-0.326423, 0.252678,190
1397,-0.700654, -1.43948,-0.219855, 0.441034, -2.78158,  3.53936,190
1398,  3.47005, 0.070529, 0.888843,  2.55488,  1.50577,  2.89871,190
1399,  2.12133,  0.26842,-0.301871,  2.37075, -1.20985, -2.91836,190
1400,  0.45313, -3.73206, -3.22783, -4.74114, -6.36094, -1.77829,190
1401, -2.29059,-0.242139, -1.18039,-0.524228, -2.06818,-0.326838,191
1402, -3.53311, -3.91922, -3.51781, 0.630594,-0.115457,-0.110977,191
1403,-0.173041, 0.710159, 0.122367,  4.83517,  2.05925, 0.010208,191
1404,  1.80801,  0.62387, -3.84908,  2.77477,  4.93933,-0.543364,191
1405, -2.24145, -3.50764, 0.710288,-0.130159, -1.80801,-0.188894,191
1406,  5.00687,-0.604676, -1.31227,   2.8062,  3.91643,  2.77581,191
1407,  2.13069, -1.52163, 0.663642,  4.43471,  1.11789,-0.253714,191
1408,  1.53552,-0.164127,-0.129432,  3.83155,  5.10441,  1.51325,191
1409,  1.06536, -1.72659,-0.266647,  3.09692,   4.0249,  3.12392,191
1410, -1.03996, -4.01921, -3.53866,  -1.0985,   3.2219, -2.38218,191
1411, 0.113025,  3.13416,  5.28936, -2.90294, 0.473658,  2.96365,192
1412,  1.72525, -1.38588, -2.10731, -4.26122,  -4.7519, -2.45744,192
1413,-0.254587,  1.80634,  3.16503, -3.19435, -2.08899, -3.70918,192
1414,-0.615988, -1.35944, -2.20606, -3.36609, 0.202538,-0.738224,192
1415, 0.881889,  1.16325,  1.52603,-0.368593,   -1.037,  -2.6755,192
1416, -1.53271,  3.80599,  1.42577, -3.36081,-0.433155,  1.19368,192
1417, -1.05546,-0.261854, 0.445331, -2.91989, -2.32461, -5.04334,192
1418, -5.03839, -3.20421,-0.972609, -3.35421,  -3.4413,-0.734229,192
1419,  1.12334, -2.05938,  3.10246, -2.36978, -1.85382, 0.017644,192
1420,  -4.1376, -1.98233,  1.11476, -7.37652, -2.34474, -2.55369,192
1421, 0.548467,  1.68889,  1.20837, -3.55532,  2.97727,  3.12984,193
1422, -3.34438,  1.47377, -2.29931, -1.64928,  1.17646, -1.26016,193
1423, -3.21238, 0.912784, -2.51693,  1.52808, -1.53201, -2.28891,193
1424,  1.68839,  1.25279, -1.82675,  1.32599, -0.69662,  4.44215,193
1425,-0.569102, -1.65212, 0.622768, -2.61822,  1.52216, 0.361433,193
1426,  1.96395,  1.71463,  3.14791, 0.279421, -3.71578, 0.971476,193
1427, -3.36907,-0.545214, 0.053458, -1.63688, -4.27342, 0.587678,193
1428,  1.16076,-0.390563, -1.69867,  -1.9654, -1.75326,-0.557996,193
1429,-0.753973,-0.299041, -3.05832,-0.969335, 0.772989,  -1.0318,193
1430, -6.40514,-0.438756, 0.281529, -4.35251,  -1.3702,-0.463239,193
1431, -5.67055, -3.97003, -3.03437,  3.41159,  1.05785,  3.03742,194
1432,-0.853131, -1.16459,  5.75819,   1.5028,  0.66053,  3.91514,194
1433,-0.502724, -2.07992,  4.37258,  2.61195, -1.88896,  2.28351,194
1434, -2.50296, -2.26517,  1.12332,  1.22042,  1.87708, 0.651806,194
1435, -1.94322,  -3.8203,-0.839773,  4.15608,  2.38495, 0.912706,194
1436,-0.916316, -3.24146,   3.1609, -1.78328, -2.46414,  0.66249,194
1437,-0.938525, -5.02389,  1.59509,  2.78633, -3.17128,  4.01837,194
1438, -3.03499,  -0.0204,-0.660848,  2.24472,-0.438791,-0.720182,194
1439, -1.88736, -2.25762,  1.60756,  1.06781, -2.00001,   1.9435,194
1440,-0.474608, -1.96934, 0.741944, -1.02768, -1.53782,  4.57196,194
1441,  2.67911,   3.8314,-0.224061, -3.16296, 0.097311,-0.027481,195
1442,  1.94672,  1.80971, -4.17349,  1.63143, -2.45127, -2.73103,195
1443,   1.2767,-0.728308,-0.410618, 0.954641,  0.93204,-0.553386,195
1444,  4.22955,  3.74058, 0.219631,-0.202811, 0.957809,  4.05752,195
1445,  4.43523,  1.81101, -0.66549,  4.37011, 0.030455,   1.5879,195
1446, 0.685241, -1.18146, -2.19423, -4.98418,-0.067235,  1.59471,195
1447,  3.10369,  1.21216,  1.61463, -2.36103, -1.06206,  1.34738,195
1448,-0.680265, -0.65744, 0.563787, -1.99154,-0.847501,  2.72549,195
1449,  2.95837,  1.44479, -3.10076, -2.04044, -5.23103,  1.49663,195
1450,-0.105686, -3.73921,  1.52142,-0.281873, -3.35245,  3.40269,195
1451, -3.19553, -2.42489, -2.07143,  2.18706,  2.14172,  3.86353,196
1452, -2.67487, -2.61611,-0.789957,  3.82375, 0.561072,  1.93259,196
1453, -4.68888,-0.553864, -3.23432,  3.06557,  0.84467,  1.51631,196
1454, -2.72186,  2.58768,  2.56362, -3.74286,  1.69791, 0.357735,196
1455, -5.66264, -1.42412, -2.07205,  1.49422,-0.143117, -2.72629,196
1456, -5.49163,-0.118368, -2.16659, -1.86489, -1.78335, -0.02797,196
1457,-0.102137, -2.73699,  1.21896,  -5.6685, -2.63299,  -2.1143,196
1458,  1.19857, 0.917986,-0.662777, -1.72208,-0.344977, -0.62579,196
1459,  1.19324,  1.15537,-0.453859,  1.78437, 0.717003,   2.7872,196
1460, -1.20303, 0.381331, -3.67738, -1.22999,-0.629343,-0.859117,196
1461, -3.45912,  3.38932, -1.24184, -2.96936,  0.08579, -4.69867,197
1462, -6.83441, -0.49848, -3.13911,  2.18721,  -3.5077, -2.23026,197
1463,-0.301218,  3.96823,  0.37395, -1.28736, -1.40352,  -2.3866,197
1464, -4.81066,    1.333, 0.903658, -4.11534,  1.19992,-0.733377,197
1465,-0.874364,  1.99482, -2.12707, 0.631766, -1.18694,-0.361046,197
1466,  4.34581,  2.80816,  2.02283,  8.70844,  1.74073,  3.76841,197
1467, -3.75733,  1.60722,   1.3184,  1.45236, -1.73676, 0.536085,197
1468, -1.97147, -1.21271,  0.69731,  4.30828,  2.63504, -2.56105,197
1469, -2.47782,-0.810017, -1.45277, 0.981456,-0.122416,-0.956737,197
1470,-0.728148,  3.38236,  2.82937, 0.826418,  1.90454,-0.400063,197
1471, 0.946645,  3.82407,-0.533698, -3.84943,-0.775919, -4.05694,198
1472, 0.202241,  3.11338,  1.03626,  1.54329, 0.983433,  1.13216,198
1473, -2.00572,  1.30204,  1.61487, -2.96607,  1.49797, -2.46952,198
1474, -2.39349,  3.76908,  2.00734,  3.11489,  2.38561,  4.06643,198
1475, 0.098476,  4.61528, -1.15761,-0.523793, 0.595681, -1.09894,198
1476,-0.564312,  2.77163, 0.565726,-0.198366,  2.89714,  1.23896,198
1477,  5.26901, 0.858639,  1.07758,  1.70874,  3.78508, -2.72809,198
1478,  3.81933,  1.99784,  1.45513,  3.09719,  2.98181,  2.48895,198
1479,-0.124271,  2.15371, -1.45282, 0.433223,  3.76597, 0.411586,198
1480,-0.471685,  3.05616,   1.5358, -2.37288,  2.26788, -1.78901,198
1481, -2.76519, -5.23794, -5.12545,   3.0924,  2.36091, 0.161154,199
1482, -5.91107, -1.46334, -3.53763,-0.950663, -1.95597, -3.45373,199
1483, 0.266396, -1.71432, -3.00173, -1.47792,  2.85788, -3.28364,199
1484,  -1.4628,   3.2049, -1.19432, 0.992669, -1.74888, -2.86385,199
1485,  3.28189, -4.00189, -6.52488,  2.12609,   3.9597,  1.96436,199
1486,-0.102289, -3.83438,   -2.585,  1.46135, -4.04842,  1.12767,199
1487, -1.25502,  1.39939, -6.54562, -2.68666, 0.614804, -1.73519,199
1488, -4.23981, -3.24114, -4.34489, -1.58344, -3.33602, -3.05043,199
1489,-0.184359, -1.90629, -4.17565,  2.28641,-0.309459, -1.85506,199
1490, -6.42224,-0.744305, -5.54635,-0.107993,-0.979161, -2.01622,199
1491,  1.40098, -1.26563,  3.92841,  1.88801,  1.26744,  3.68852,200
1492, 0.688285,  -3.7851,  1.88789,   1.6022,  0.36744,  5.00686,200
1493, -3.14782, -4.03573, -2.32579,  7.13782,  1.24724,  3.79504,200
1494,  3.46982,  -2.1266,  2.59574,  4.48668,   4.2548,-0.125989,200
1495, -1.37557,  -5.0093,  3.14111,  2.31274, -2.37051,  4.35965,200
1496,  5.13395,-0.827706,  4.56302,  1.64124,  3.44965,  6.67406,200
1497, 0.225008, -1.17579,  1.71709,  2.89703,  1.75135,  3.00769,200
1498,  1.70479,   -1.133,    2.287,  4.07572,  1.18133,  4.51295,200
1499,  1.36422, 0.125336,  3.46845, -2.24801, -1.04977,-0.945124,200
1500, 0.311872,-0.749158,  4.06844,   2.8395,-0.493328,  1.76127,200
1501,-0.585214,  5.68659,  3.27759,  5.44423,  1.13875,   3.1705,201
1502, -4.69701, -1.54997, 0.003822,  1.27321, -1.96992,   1.5662,201
1503, -2.58928, -1.26701,  4.78613,  2.47191,  -1.1009, -1.16162,201
1504, 0.882814,  -2.0292, -0.62395, 0.645927, -1.34721,  3.05157,201
1505,  2.71174, 0.903731,  5.42543, -1.62423, -1.14862, -1.17611,201
1506, -4.74191, -1.39298,  2.73623,-0.757447, -4.21488, -2.34301,201
1507,  -2.0284, 0.452769,   2.3351, -2.49592, -4.66086, -3.70118,201
1508,   1.5371,   -2.566,-0.341869,  1.62151, -3.82603,  3.74679,201
1509,  4.35147,  4.97246,  2.79259,  6.35335,  1.99304, 0.904115,201
1510, -5.81188, -1.75654,  2.05509,  2.86739, -2.05567, -1.03832,201
1511, -3.18371,  2.76285, -3.91831, -3.82476,  1.67455, -1.20717,202
1512,-0.708205,  2.98443, -1.82348, -2.12969, -2.58126, 0.778341,202
1513, -2.54755, 0.135448, -2.19631,  1.08273, -2.32202,  0.00099,202
1514,  1.00259,-0.298861,  2.01652, 0.438722,  1.98358, 0.148504,202
1515, -1.04912,  2.87996,  3.07453, -1.32744, 0.816083, -1.69287,202
1516,  -3.1759, -2.41346, -1.37907, -0.89787,-0.518091, -2.36834,202
1517,  -6.0735, -2.83683,  1.11437, 0.727442, -1.91927, 0.208014,202
1518,  1.44556,-0.058695, -1.88885, -1.05765, -2.55188, 0.386083,202
1519, -6.59384,  4.07604, -1.87727, -2.28256,-0.383805, -1.54899,202
1520,-0.370614,  2.39696,  3.04964, -3.34107, -3.70879,  -1.4262,202
1521,-0.069116,  1.10833, -2.33281,  3.27042,  3.81036,  0.71092,203
1522, 0.264758,  1.24228, -5.81361,  2.46277,  3.10641, -1.90913,203
1523,  3.61032,-0.220609, -3.04374,  1.05795, -1.39431,  5.33137,203
1524, -3.54298, -2.59637, -4.99682, 0.871668,  1.62467, -1.21812,203
1525,-0.831508, 0.266829, -4.30968,  4.03035, -3.12779, -1.55201,203
1526, 0.702624, -2.71139,   -1.499, 0.373823,  6.08579, -4.32234,203
1527, -0.31033,  1.45476, -3.22387,  3.85766,  3.31984, -1.68006,203
1528,  1.74982, -1.56411, -2.14027, -1.27732,  3.33944, -3.43423,203
1529, -6.01603, -5.06232, -9.26503, -5.79491, -2.35258, -5.93359,203
1530, -2.38731, -4.74875, -0.48513, -3.75085, -1.11517, -5.78361,203
1531,  -2.9545,-0.660955,-0.489606, -6.74216, -1.13254, -4.63036,204
1532, -1.49899, -3.33332, -2.01814, -1.83806, -1.00198, -2.25848,204
1533,  1.13877,-0.522867,-0.051786,-0.453979,  0.64351, -2.80247,204
1534, -1.20768, -2.57439,  3.16114, 0.744742,-0.152993,  1.59338,204
1535,-0.079589, -1.41526,   1.0892,  1.86496, 0.811471,-0.165491,204
1536,  2.63525, -1.90548,  1.44339, -2.00256, 0.756819,  1.25386,204
1537, -6.92988, -4.22385,    0.049, -1.34827, -2.37269, -7.56996,204
1538, 0.713287, -1.88718, -1.79657,-0.290399, -4.16052, -2.85132,204
1539,  1.27651,-0.574484,  5.36382, -2.99322, -1.28385,  0.18693,204
1540, -1.75197,    2.641,-0.612291,-0.827302, 0.366711, -4.81428,204
1541,-0.166548,  1.77555,  3.11217,  3.67329,  1.31745,   -3.305,205
1542,  4.94153,  1.89029,-0.401809,  1.34972, 0.141748,  1.44589,205
1543,  4.26321, -1.07439, 0.906389,  1.84961,  1.28741, -1.02907,205
1544, -1.34746, -4.10914,-0.648424,  1.92465,-0.911374,  1.93903,205
1545, 0.626578,  3.73782, -1.53546,  6.50161,  2.62115,  4.41653,205
1546,   8.4473,  1.34461,  4.55633,  2.92699,  1.34279,  1.03747,205
1547,  5.04118, -1.04075, -3.45996,  1.11981, 0.662887,  2.31568,205
1548, 0.031419,-0.549873, -2.31562,  2.30169,  1.61085,  1.47433,205
1549, 0.738315, -0.09697,  2.16187,  -0.9432, 0.459572,  1.10379,205
1550,   3.2319, 0.981345,  2.32227,  6.16213,  4.19936,  2.60766,205
1551, -0.09556,  2.01419, -0.55806,  2.31417,   1.1204,  1.78259,206
1552, 0.746482,  2.88131,  1.94091,  4.51233, -3.47658,  1.86523,206
1553, 0.373758, 0.434151,-0.138201,  2.22884, -1.48091,  6.34025,206
1554,  1.65936,  1.69596, -5.28832, 0.345555, -3.55989,  3.58776,206
1555,  2.23421,  1.51101, -1.08512,  1.76607, -1.17387,  1.88211,206
1556,  2.56808,  2.10766,  3.67844,-0.240749, -4.20752, -2.79671,206
1557,  1.64578,-0.068487, -0.18267,  -1.1044,  1.67011, -1.36668,206
1558,  3.28049,  4.11994,  2.80692,  1.00572,-0.713449, 0.003221,206
1559,  5.45451,  5.26476,  3.38733,  5.31282, 0.485869,  6.69909,206
1560,  4.74411,-0.914842, -1.67836,-0.266113,  -5.6863,  3.81352,206
1561,  3.29236, -3.17154, 0.148248,  2.17167, -1.18769,  -5.4622,207
1562,  3.72612,-0.175295,-0.924197, -1.46402,  3.23863,-0.397556,207
1563,  2.83009, -2.21352, -2.04285,  2.28052,  1.11835,  0.80147,207
1564,-0.017024, -1.02826, 0.146432,-0.806962, -2.09222,-0.487207,207
1565,  1.96706,-0.961698, -2.10766, 0.609889,-0.601503, -2.14965,207
1566,-0.119958, -3.80357, -1.31112,  2.50311,-0.375308, -2.14615,207
1567,-0.042806, -2.93929, -2.08278,  1.96993,-0.406971, -2.86815,207
1568, -0.29982,-0.517625,-0.952642,  3.28845,  0.30911, -1.42646,207
1569,-0.350104,  3.01761,-0.485078,  2.69758, -0.98314,  -3.9227,207
1570,  3.26015,-0.262946,  2.46303,  3.97356,   3.4703,-0.490441,207
1571,  2.96171,  1.38829,  1.28376, -2.06796,  0.21094,-0.848069,208
1572,  3.54218,  4.59852, -3.55939, -2.90692, -1.10943, -1.08711,208
1573, 0.872878,-0.254311,  1.65875, -8.12441, -8.82669, -2.09386,208
1574,  4.63173,  3.87574,  3.22378,  -3.9777, 0.094164,  3.15969,208
1575,  4.30955,  4.42447,  5.10255, -6.97714, -6.00023, -0.05099,208
1576, -2.28775,  1.22383, -4.41419, -4.50932, -2.01819,-0.217067,208
1577,  3.49482,  1.66735,  1.68584, -2.32791,-0.807108,  2.74258,208
1578,  4.18848,   1.6895, -1.99368, -2.70859, -3.60461, -2.64237,208
1579,-0.460482,  3.24167,  1.65139, -4.11719, -6.13351, -1.10955,208
1580,  4.55427,  4.41405,-0.210204, -2.93204, -3.89249, -4.41318,208
1581, -2.45663,-0.966453,   2.3511, -1.79417, -1.43246, -1.82778,209
1582,  4.26253, 0.894644,  2.03142,  6.72908,  1.06413,  7.63246,209
1583,   1.0913, -2.94283,  0.60831,  2.16449, -1.57571,  1.70813,209
1584,  2.01816, -1.04585,  2.32864,  2.02939, -0.73009,-0.724396,209
1585, -2.54758, -2.73613,  5.06011,  5.39252,-0.722711,  2.32623,209
1586,  1.30548,  2.98035,-0.706328,  4.69443, 0.711927,   3.8569,209
1587, -1.74976, -3.38163,   1.2004, -1.75023, 0.902757, 0.351431,209
1588, -4.97506,  -6.9928, -0.29078,  1.80652,  -3.9591,  1.80148,209
1589, 0.005335, -3.43041,  3.76797,  2.42494, 0.283236,  2.16192,209
1590, 0.487499, -1.19503,  1.52729,  5.20563,  2.19226,  2.51525,209
1591,  2.90689,  3.51408,-0.080676,  2.58955,  1.06745,  4.34347,210
1592,  2.50543,  4.08283,  3.05694, 0.770382,  2.21313, -3.99933,210
1593, -2.13489,  3.21142,   3.4821,  3.79282, -1.53088, 0.157177,210
1594, 0.672858,  2.36353,  1.26975,  4.12739,  4.25718,  3.90477,210
1595,-0.693173, -2.98543,-0.544554,  3.10528, -2.15196,  2.74758,210
1596,   3.0323, -0.16418,  1.17892, 0.946019,  1.90126, -3.22195,210
1597,  0.72009, -1.35518,  5.10652,  4.93256,  3.13593,-0.746528,210
1598,-0.516653,  2.12834,  1.50431,  2.37846,  2.60828,  -4.7462,210
1599, 0.309452,  1.39254,  3.42614,  3.19195, -0.54857,  2.47544,210
1600,  1.03584,-0.570521,  1.92653, 0.197459,-0.346405,-0.220855,210
1601, -3.53571, -2.38635,   1.4377,-0.957819,-0.884148,-0.875528,211
1602,  2.34777, -1.56048, 0.442327, -4.18414, -1.32464, 0.039913,211
1603, -0.19148,  2.12009,-0.478793,  2.44867, -0.52142, 0.592572,211
1604, -2.31071, -2.04223, 0.355646, -5.09225,-0.321354, -5.02923,211
1605,  4.73495,  2.73081,  3.80753, -2.55867,  1.31286,  1.32942,211
1606, -3.03347, -1.33877,  2.38489,-0.412262,  1.15019,  1.01653,211
1607, -2.20175, -2.38402,   1.4007,-0.099986,-0.907708,  1.34689,211
1608,-0.291152, 0.400626,-0.475322, 0.127185,-0.978649, -1.30939,211
1609,  -1.4908, -2.85062, -1.04122, -0.38789, -2.71166,  -2.6255,211
1610,-0.186137,    -2.45,  2.56693, -3.16695, 0.610508, 0.210563,211
1611, 0.107068,  0.20608,  1.09629, -3.79639, -3.13814,-0.854603,212
1612, 0.688102,-0.598266, -1.81846, -1.18261,-0.986932,-0.938742,212
1613,  4.81361,-0.197491,  1.16041, 0.892732, -3.01532, 0.620397,212
1614,-0.182601,-0.022877, 0.292864, -1.50263,  -3.5327, -1.41148,212
1615, -0.54898, -1.28729, 0.690713, -1.71549,  2.18772,  2.30173,212
1616,  3.65413,  1.99984, 0.009025,  -2.6315, -2.78271,  1.98935,212
1617, -3.18921,-0.566652, -0.90542, -9.78455, -7.15914, -7.25745,212
1618,  2.33103, -1.20882,  4.48306, -1.41871, -1.44357,-0.645314,212
1619,  1.58522,  1.44169,-0.777181,  1.08075, -2.58284, -1.25833,212
1620, -1.49244, -1.77988,  -2.2733, -8.17473, -4.06989,-0.173925,212
1621, 0.733948,  3.03584, -3.95464,  1.67559,  3.18517, 0.868951,213
1622,  2.89469, -1.46881,  1.87446, -6.09933,   -3.661, -2.57242,213
1623,  2.97378, 0.637952,-0.470914, -2.03949, -1.47729, -2.51352,213
1624,  5.59668,   1.7115,  2.23838,  -3.7658,  1.04866,-0.140612,213
1625,-0.942945, -1.37674, 0.502376, -2.41371, -3.64086,-0.689361,213
1626,  2.26412, 0.060654, -1.74133, 0.058026,-0.904351,-0.791147,213
1627, -3.79896, -0.63045,-0.638304,  1.29192, -1.72534,  3.77725,213
1628,   2.2483,  1.59646, 0.145051, -1.60434, -2.22685, -1.43835,213
1629, -0.86992,-0.391375, 0.565169,  1.49548, 0.969456,  2.30509,213
1630,  4.36458,-0.608087, -4.57814,-0.944733,  1.43585,  2.42552,213
1631, 0.009085, -2.26582, 0.141447,  4.47852, -1.19522,  3.50969,214
1632, 0.436552,  1.13755, -5.08859,  2.07528,  -5.8226,  1.39889,214
1633,  1.03748,  2.16501,  1.80149,  2.05115, -3.21354,  3.52923,214
1634,  5.40831,  1.25364,  2.25219,  1.09408, -4.45087, 0.974681,214
1635,  1.91955,  2.90789, -1.88128,-0.134747, -5.56672,-0.089457,214
1636,  1.26669,   3.5768, -1.61924,  3.10103, -2.98212, -2.07772,214
1637, 0.725329,  1.31557,-0.393677,  4.69265, -4.79927,  3.16299,214
1638,  2.98117, 0.090272,  2.49591,-0.738656, 0.603772, -0.64711,214
1639,  2.60837,  1.70933,  -1.0111,-0.905785, -4.40942,  1.56392,214
1640,  2.61346,  4.63794, -2.57673,  3.69077,   1.4533,  1.76949,214
1641,  3.54461,  2.54197,  5.23443,  1.59758,  1.72473,   3.0385,215
1642, 0.764526,  1.68545,  2.18148,  1.78101,   1.9837,  1.92979,215
1643, 0.291334,  1.36834, -1.34064, -1.66909,  4.31809,    4.086,215
1644,  2.36019,   1.1927, -3.15416, -1.61856,  -4.0883, -3.07681,215
1645,  2.35717,  5.30144, -0.04587, -1.81365, -3.69936, -6.66095,215
1646,   2.4277, 0.180676,  5.34968, 0.935553, -1.78612,  0.94678,215
1647,  7.13961,  2.21325,  3.93365, 0.201606,  3.44695,-0.726388,215
1648,  2.38121,  3.96339,  -1.6774,  2.02271,  1.88485,  1.24595,215
1649, -2.57125,  2.21463,  1.68261,-0.486366, -1.87928, -4.39594,215
1650, 0.945195,  0.81107,  1.38971, -0.67148, 0.053062,  -5.4387,215
1651,  2.84385,  2.67154,  4.05203,  1.19809, -3.40355, -1.52449,216
1652,-0.910947,  2.09671, 0.956609,  3.86266,-0.653827, -1.94165,216
1653, 0.104806,  0.55644, -1.75488,-0.305762,-0.159164, 0.102266,216
1654,  1.54153,   1.8151, 0.874738,-0.042861, -2.16682, -3.53808,216
1655,  3.22003,  1.42702,  2.50569,  1.52662,  2.27805,  2.52181,216
1656, 0.665843,  1.95009,  3.40597, -1.06147,  4.87155, -2.34428,216
1657,  5.09072, -2.39018, -3.58654,   1.7066,  3.06818,-0.147441,216
1658,-0.202465, 0.169849,   1.4561, -1.08243,  1.85703,  2.02787,216
1659,  2.24915,  3.54717, -1.75335,  -0.1893, 0.290572, -2.36838,216
1660,-0.547854,  1.49969,  -5.5464, -2.95116,-0.799124,  1.53978,216
1661,  3.09298, -2.03101, -1.80319, -2.78539, 0.313222,  1.28266,217
1662,  0.78838, -2.09277, -1.66516, 0.431018, -0.42198,  1.53379,217
1663, -1.75238, -3.83067,-0.789913, 0.531153,   4.6184, 0.737215,217
1664,-0.387289, 0.399735, 0.814882,  1.40412,-0.961839,  1.00328,217
1665,  1.39241,  1.69181,-0.249188,  3.77569, 0.354065, -3.14425,217
1666,  2.36087, -0.25228, 0.579109,  1.22871,  3.24807,  1.89253,217
1667,  1.26798, -1.11771,  1.35122,  2.58813,  2.19497,  4.85661,217
1668, -3.49797, -3.94662, -4.32651,  1.75581, -3.10979, 0.748253,217
1669,  3.02632, -4.83907,  0.28845,-0.723648,  3.35563,-0.035568,217
1670, -3.12117, -4.70574, -4.45054,  -1.7046,   1.2009, -4.13434,217
1671, -4.49797, -1.57051, 0.231125,  -2.5687, -4.28968, -1.62402,218
1672, -2.95148, -2.95014,  2.00269, 0.558087,-0.041547,-0.365517,218
1673, 0.963454,  3.41346,  1.74589, 0.646312,  3.78836,  2.37925,218
1674, -1.40257, -1.51575,-0.201731,   1.7207,   2.0857,  1.22703,218
